assembly_contig	length	n_genome_ids	primary_genome	primary_aligned_bp	secondary_genome	secondary_aligned_bp	chimera_threshold_bp	cross_binid_chimera	has_accepted_alignment
BASE_00008380	4748	1	ASV487.10	4748		0	1000	false	true
BASE_00008381	2495	1	ASV300.8	2495		0	1000	false	true
BASE_00008382	1527	1	ASV579.0	1527		0	1000	false	true
BASE_00008383	2224	3	ASV507.3	2224	ASV507.1	2224	1000	true	true
BASE_00008384	7397	1	ASV387.0	7397		0	1000	false	true
BASE_00008385	1156	1	ASV300.8	1156		0	1000	false	true
BASE_00008386	1991	2	ASV507.9	1991	ASV507.11	1991	1000	true	true
BASE_00008387	4060	1	ASV387.0	3837		0	1000	false	true
BASE_00008388	1534	1	ASV507.11	1534		0	1000	false	true
BASE_00008389	2204	2	ASV507.1	2204	ASV507.0	2204	1000	true	true
BASE_00008390	5574	2	ASV387.0	4676	ASV426.8	921	1000	false	true
BASE_00008391	1213	1	ASV551.0	1213		0	1000	false	true
BASE_00008392	1226	1	ASV507.11	1226		0	1000	false	true
BASE_00008393	3981	2	ASV102.10	3981	ASV153.8	3968	1000	true	true
BASE_00008394	1821	2	ASV153.8	1821	ASV102.10	1821	1000	true	true
BASE_00008395	81673	1	ASV149.0	81673		0	8167	false	true
BASE_00008396	1418	1	ASV300.8	1418		0	1000	false	true
BASE_00008397	1157	1	ASV300.8	1157		0	1000	false	true
BASE_00008398	1310	3	ASV507.0	1310	ASV507.3	1297	1000	true	true
BASE_00008399	1196	1	ASV387.0	1196		0	1000	false	true
BASE_00008400	3727	1	ASV487.10	3727		0	1000	false	true
BASE_00008401	1468	2	ASV486.6	1468	ASV476.8	1468	1000	true	true
BASE_00008402	1381	2	ASV153.8	1381	ASV102.10	1381	1000	true	true
BASE_00008403	2024	2	ASV476.8	2024	ASV486.6	1996	1000	true	true
BASE_00008404	1302	1	ASV487.10	1302		0	1000	false	true
BASE_00008405	6723	1	ASV487.10	6723		0	1000	false	true
BASE_00008406	1325	2	ASV507.11	1325	ASV507.9	1305	1000	true	true
BASE_00008407	1050	2	ASV486.6	1050	ASV476.8	1050	1000	true	true
BASE_00008408	2323	1	ASV487.10	2323		0	1000	false	true
BASE_00008409	1306	1	ASV399.6	1306		0	1000	false	true
BASE_00008410	1305	1	ASV507.1	1305		0	1000	false	true
BASE_00008411	1034	1	ASV406.4	1032		0	1000	false	true
BASE_00008412	1585	1	ASV487.10	1585		0	1000	false	true
BASE_00008413	1024	2	ASV507.9	1024	ASV507.11	958	1000	false	true
BASE_00008414	4802	1	ASV387.0	4229		0	1000	false	true
BASE_00008415	3665	1	ASV487.10	3665		0	1000	false	true
BASE_00008416	3644	1	ASV507.11	3644		0	1000	false	true
BASE_00008417	1003	1	ASV476.8	1003		0	1000	false	true
BASE_00008418	2072	1	ASV300.8	2072		0	1000	false	true
BASE_00008419	1012	1	ASV436.0	1012		0	1000	false	true
BASE_00008420	1497	1	ASV399.6	1486		0	1000	false	true
BASE_00008421	1206	1	ASV266.11	1206		0	1000	false	true
BASE_00008422	4550	1	ASV387.0	4550		0	1000	false	true
BASE_00008423	1243	1	ASV102.10	1243		0	1000	false	true
BASE_00008424	2107	1	ASV387.0	2107		0	1000	false	true
BASE_00008425	1559	2	ASV507.9	1559	ASV507.3	1559	1000	true	true
BASE_00008426	1874	1	ASV387.0	1874		0	1000	false	true
BASE_00008427	1135	2	ASV153.8	1135	ASV102.10	1135	1000	true	true
BASE_00008428	1051	2	ASV486.6	1051	ASV476.8	1051	1000	true	true
BASE_00008429	1108	1	ASV551.0	1108		0	1000	false	true
BASE_00008430	2432	2	ASV507.3	2432	ASV507.1	2432	1000	true	true
BASE_00008431	1247	2	ASV507.1	1240	ASV507.3	1228	1000	true	true
BASE_00008432	1715	2	ASV153.8	1715	ASV102.10	1715	1000	true	true
BASE_00008433	1153	1	ASV476.8	1153		0	1000	false	true
BASE_00008434	2683	1	ASV487.10	2683		0	1000	false	true
BASE_00008435	1050	1	ASV300.8	1050		0	1000	false	true
BASE_00008436	1939	1	ASV487.10	1939		0	1000	false	true
BASE_00008437	2141	2	ASV486.6	2141	ASV476.8	2141	1000	true	true
BASE_00008438	4004	2	ASV153.8	4004	ASV102.10	4004	1000	true	true
BASE_00008439	1047	1	vASV29.0	956		0	1000	false	true
BASE_00008440	1038	1	ASV507.11	1038		0	1000	false	true
BASE_00008441	2430	2	ASV153.8	2430	ASV102.10	2430	1000	true	true
BASE_00008442	1299	1	ASV102.10	1299		0	1000	false	true
BASE_00008443	1272	2	ASV153.8	1272	ASV102.10	1272	1000	true	true
BASE_00008444	1072	1	ASV579.0	1072		0	1000	false	true
BASE_00008445	1983	1	ASV102.10	1983		0	1000	false	true
BASE_00008446	2330	2	ASV153.8	2330	ASV102.10	2330	1000	true	true
BASE_00008447	1348	1	ASV300.8	1348		0	1000	false	true
BASE_00008448	1633	2	ASV150.14	1633	ASV102.10	1633	1000	true	true
BASE_00008449	1754	1	ASV507.1	1743		0	1000	false	true
BASE_00008450	1416	3	ASV507.1	1400	ASV507.3	1397	1000	true	true
BASE_00008451	1724	1	ASV399.6	1724		0	1000	false	true
BASE_00008452	1089	2	ASV153.8	1089	ASV102.10	1089	1000	true	true
BASE_00008453	1049	1	ASV300.8	1049		0	1000	false	true
BASE_00008454	1007	1	ASV102.10	1007		0	1000	false	true
BASE_00008455	5680	2	ASV153.8	5680	ASV102.10	5680	1000	true	true
BASE_00008456	8128	1	ASV387.0	8128		0	1000	false	true
BASE_00008457	1137	2	ASV102.10	1137	ASV153.8	1125	1000	true	true
BASE_00008458	1156	2	ASV102.10	1156	ASV153.8	1139	1000	true	true
BASE_00008459	1905	1	ASV102.10	1905		0	1000	false	true
BASE_00008460	1796	1	ASV102.10	1796		0	1000	false	true
BASE_00008461	1148	2	ASV486.6	1148	ASV476.8	1148	1000	true	true
BASE_00008462	1721	2	ASV153.8	1721	ASV102.10	1721	1000	true	true
BASE_00008463	5184	1	ASV487.10	5184		0	1000	false	true
BASE_00008464	1103	2	ASV426.8	1095	ASV406.4	1089	1000	true	true
BASE_00008465	1101	2	ASV486.6	1101	ASV476.8	1076	1000	true	true
BASE_00008466	1454	2	ASV102.10	1454	ASV153.8	1435	1000	true	true
BASE_00008467	1184	2	ASV486.6	1184	ASV476.8	1169	1000	true	true
BASE_00008468	1002	1	ASV507.1	1002		0	1000	false	true
BASE_00008469	1895	1	ASV487.10	1895		0	1000	false	true
BASE_00008470	1573	2	ASV486.6	1573	ASV476.8	1573	1000	true	true
BASE_00008471	1153	1	vASV29.0	1141		0	1000	false	true
BASE_00008472	2242	1	ASV102.10	2242		0	1000	false	true
BASE_00008473	1582	1	ASV102.10	1582		0	1000	false	true
BASE_00008474	4325	1	ASV487.10	4325		0	1000	false	true
BASE_00008475	1929	1	ASV300.8	1929		0	1000	false	true
BASE_00008476	1636	1	ASV507.11	1636		0	1000	false	true
BASE_00008477	1051	2	ASV507.11	1051	ASV507.9	1045	1000	true	true
BASE_00008478	1057	2	ASV507.9	1057	ASV507.11	1057	1000	true	true
BASE_00008479	1628	2	ASV153.8	1628	ASV102.10	1628	1000	true	true
BASE_00008480	1358	1	ASV579.0	1358		0	1000	false	true
BASE_00008481	1730	1	ASV487.10	1730		0	1000	false	true
BASE_00008482	5399	2	ASV149.0	5109	ASV174.18	1326	1000	true	true
BASE_00008483	1728	2	ASV507.3	1728	ASV507.0	1205	1000	true	true
BASE_00008484	2981	2	ASV153.8	2981	ASV102.10	2981	1000	true	true
BASE_00008485	4183	1	ASV487.10	4183		0	1000	false	true
BASE_00008486	2592	2	ASV507.3	2592	ASV507.1	2590	1000	true	true
BASE_00008487	1643	1	ASV102.10	1643		0	1000	false	true
BASE_00008488	1071	2	ASV507.11	1041	ASV507.9	703	1000	false	true
BASE_00008489	1473	1	ASV387.0	1473		0	1000	false	true
BASE_00008490	1141	2	ASV507.1	1141	ASV507.3	1139	1000	true	true
BASE_00008491	1448	2	ASV507.9	1448	ASV507.11	1448	1000	true	true
BASE_00008492	2060	2	ASV153.8	1346	ASV102.10	1346	1000	true	true
BASE_00008493	2054	1	ASV300.8	2054		0	1000	false	true
BASE_00008494	10301	1	ASV387.0	10301		0	1030	false	true
BASE_00008495	1752	1	ASV387.0	1752		0	1000	false	true
BASE_00008496	1067	3	ASV507.0	803	ASV507.3	719	1000	false	true
BASE_00008497	1097	1	ASV406.4	1097		0	1000	false	true
BASE_00008498	1156	2	ASV507.9	1156	ASV507.11	1156	1000	true	true
BASE_00008499	1095	1	ASV399.6	1095		0	1000	false	true
BASE_00008500	1114	1	ASV300.8	1114		0	1000	false	true
BASE_00008501	1941	2	ASV507.9	1941	ASV507.11	1941	1000	true	true
BASE_00008502	2007	1	ASV300.8	2007		0	1000	false	true
BASE_00008503	1963	2	ASV507.3	1963	ASV507.1	1963	1000	true	true
BASE_00008504	3083	2	ASV153.8	3083	ASV102.10	3083	1000	true	true
BASE_00008505	1062	1	ASV300.8	1062		0	1000	false	true
BASE_00008506	2521	3	ASV507.3	2521	ASV507.1	2521	1000	true	true
BASE_00008507	1665	2	ASV486.6	1665	ASV476.8	1665	1000	true	true
BASE_00008508	6315	1	ASV102.10	6315		0	1000	false	true
BASE_00008509	1080	2	ASV476.8	1080	ASV486.6	1079	1000	true	true
BASE_00008510	1568	2	ASV153.8	1568	ASV102.10	1568	1000	true	true
BASE_00008511	2802	3	ASV507.9	2802	ASV337.1	2642	1000	true	true
BASE_00008512	1674	2	ASV507.11	1674	ASV507.9	1655	1000	true	true
BASE_00008513	4157	1	ASV487.10	3806		0	1000	false	true
BASE_00008514	1388	2	ASV102.10	1388	ASV153.8	1385	1000	true	true
BASE_00008515	1090	1	ASV406.4	1090		0	1000	false	true
BASE_00008516	1067	1	ASV102.10	958		0	1000	false	true
BASE_00008517	1248	5	ASV487.10	1248	ASV456.0	1248	1000	true	true
BASE_00008518	1853	1	ASV102.10	1853		0	1000	false	true
BASE_00008519	1635	1	ASV102.10	1635		0	1000	false	true
BASE_00008520	2655	2	ASV153.8	2655	ASV102.10	2653	1000	true	true
BASE_00008521	1049	2	ASV486.6	1049	ASV476.8	1049	1000	true	true
BASE_00008522	14985	1	ASV487.10	14985		0	1498	false	true
BASE_00008523	1428	1	ASV406.4	1428		0	1000	false	true
BASE_00008524	6294	1	ASV487.10	6294		0	1000	false	true
BASE_00008525	8484	1	ASV387.0	8484		0	1000	false	true
BASE_00008526	1880	1	ASV406.4	1575		0	1000	false	true
BASE_00008527	1156	2	ASV486.6	1156	ASV476.8	1156	1000	true	true
BASE_00008528	1364	1	ASV426.8	1364		0	1000	false	true
BASE_00008529	1166	1	ASV300.8	1166		0	1000	false	true
BASE_00008530	1672	2	ASV102.10	1672	ASV153.8	1665	1000	true	true
BASE_00008531	1400	2	ASV153.8	1400	ASV102.10	1400	1000	true	true
BASE_00008532	1295	1	ASV300.8	1295		0	1000	false	true
BASE_00008533	4318	1	ASV507.1	4318		0	1000	false	true
BASE_00008534	1993	2	ASV486.6	1993	ASV476.8	1993	1000	true	true
BASE_00008535	1838	2	ASV153.8	1838	ASV102.10	1838	1000	true	true
BASE_00008536	2574	2	ASV486.6	2574	ASV476.8	2574	1000	true	true
BASE_00008537	2082	2	ASV153.8	2082	ASV102.10	2082	1000	true	true
BASE_00008538	2353	2	ASV507.1	2336	ASV507.0	2306	1000	true	true
BASE_00008539	1067	1	ASV266.11	1067		0	1000	false	true
BASE_00008540	1511	2	ASV153.8	1511	ASV102.10	1511	1000	true	true
BASE_00008541	1018	1	ASV102.10	1018		0	1000	false	true
BASE_00008542	2412	1	ASV387.0	2412		0	1000	false	true
BASE_00008543	1694	4	ASV507.11	1213	ASV507.0	998	1000	false	true
BASE_00008544	1144	1	ASV300.8	1144		0	1000	false	true
BASE_00008545	3654	1	ASV387.0	3654		0	1000	false	true
BASE_00008546	1948	1	ASV387.0	1948		0	1000	false	true
BASE_00008547	2881	2	ASV507.11	2881	ASV507.9	2829	1000	true	true
BASE_00008548	1265	2	ASV486.6	1265	ASV476.8	1265	1000	true	true
BASE_00008549	1721	2	ASV476.8	1109	ASV486.6	979	1000	false	true
BASE_00008550	4531	1	ASV387.0	4531		0	1000	false	true
BASE_00008551	1350	1	ASV399.6	879		0	1000	false	true
BASE_00008552	1086	1	ASV102.10	1086		0	1000	false	true
BASE_00008553	1757	2	ASV153.8	1757	ASV102.10	1757	1000	true	true
BASE_00008554	1135	2	ASV486.6	1135	ASV476.8	1135	1000	true	true
BASE_00008555	2942	1	ASV387.0	2942		0	1000	false	true
BASE_00008556	3800	1	ASV387.0	3800		0	1000	false	true
BASE_00008557	68526	1	ASV149.0	68526		0	6852	false	true
BASE_00008558	2794	1	ASV102.10	2794		0	1000	false	true
BASE_00008559	1202	1	ASV300.8	1202		0	1000	false	true
BASE_00008560	4638	1	ASV102.10	4577		0	1000	false	true
BASE_00008561	4018	1	ASV387.0	4018		0	1000	false	true
BASE_00008562	2548	1	ASV102.10	2548		0	1000	false	true
BASE_00008563	2263	1	ASV387.0	2263		0	1000	false	true
BASE_00008564	1430	1	ASV387.0	1430		0	1000	false	true
BASE_00008565	3774	3	ASV507.0	3774	ASV507.3	3761	1000	true	true
BASE_00008566	3560	1	ASV102.10	3560		0	1000	false	true
BASE_00008567	1749	1	ASV387.0	1749		0	1000	false	true
BASE_00008568	1614	2	ASV486.6	1614	ASV476.8	1614	1000	true	true
BASE_00008569	4795	1	ASV387.0	4795		0	1000	false	true
BASE_00008570	26282	1	pASV43	26282		0	2628	false	true
BASE_00008571	1224	2	ASV486.6	1224	ASV476.8	1224	1000	true	true
BASE_00008572	1149	2	ASV476.8	1149	ASV486.6	1119	1000	true	true
BASE_00008573	2179	1	ASV102.10	2179		0	1000	false	true
BASE_00008574	3221	1	ASV387.0	3221		0	1000	false	true
BASE_00008575	1670	3	ASV507.0	1670	ASV507.3	1666	1000	true	true
BASE_00008576	2481	1	ASV507.9	2465		0	1000	false	true
BASE_00008577	1079	1	ASV476.8	1079		0	1000	false	true
BASE_00008578	1217	1	ASV487.10	1217		0	1000	false	true
BASE_00008579	1092	2	ASV153.8	1086	ASV102.10	1031	1000	true	true
BASE_00008580	1550	1	ASV300.8	1550		0	1000	false	true
BASE_00008581	2547	1	ASV387.0	2547		0	1000	false	true
BASE_00008582	1222	2	ASV153.8	1222	ASV102.10	1222	1000	true	true
BASE_00008583	1051	1	ASV399.6	1051		0	1000	false	true
BASE_00008584	1462	1	ASV300.8	1462		0	1000	false	true
BASE_00008585	1265	2	ASV102.10	1265	ASV153.8	1095	1000	true	true
BASE_00008586	3429	2	ASV102.10	3429	ASV153.8	3415	1000	true	true
BASE_00008587	1282	2	ASV153.8	862	ASV102.10	862	1000	false	true
BASE_00008588	1734	2	ASV507.9	1734	ASV456.0	1712	1000	true	true
BASE_00008589	1146	1	ASV487.10	1146		0	1000	false	true
BASE_00008590	1940	1	ASV102.10	1940		0	1000	false	true
BASE_00008591	1756	1	ASV387.0	1756		0	1000	false	true
BASE_00008592	1706	2	ASV507.11	1688	ASV507.9	1618	1000	true	true
BASE_00008593	1189	1	ASV487.10	1189		0	1000	false	true
BASE_00008594	4177	2	ASV476.8	4177	ASV486.6	3872	1000	true	true
BASE_00008595	3023	2	ASV153.8	3023	ASV102.10	3023	1000	true	true
BASE_00008596	2014	1	ASV102.10	2014		0	1000	false	true
BASE_00008597	1026	1	ASV399.6	1026		0	1000	false	true
BASE_00008598	1933	1	ASV102.10	1933		0	1000	false	true
BASE_00008599	1076	1	ASV507.11	1076		0	1000	false	true
BASE_00008600	1320	1	ASV507.11	1141		0	1000	false	true
BASE_00008601	1520	2	ASV507.9	1462	ASV507.11	1462	1000	true	true
BASE_00008602	1066	1	ASV399.6	1066		0	1000	false	true
BASE_00008603	1135	1	ASV266.11	1135		0	1000	false	true
BASE_00008604	1586	1	ASV487.10	1586		0	1000	false	true
BASE_00008605	1496	1	ASV102.10	1496		0	1000	false	true
BASE_00008606	1567	1	ASV387.0	1567		0	1000	false	true
BASE_00008607	1475	1	ASV300.8	1475		0	1000	false	true
BASE_00008608	1960	1	ASV579.0	1960		0	1000	false	true
BASE_00008609	3225	1	ASV487.10	3225		0	1000	false	true
BASE_00008610	1628	2	ASV486.6	1628	ASV476.8	1628	1000	true	true
BASE_00008611	2137	1	ASV507.1	2079		0	1000	false	true
BASE_00008612	1454	2	ASV486.6	1454	ASV476.8	1454	1000	true	true
BASE_00008613	1092	2	ASV486.6	1092	ASV476.8	1092	1000	true	true
BASE_00008614	2492	1	ASV487.10	2492		0	1000	false	true
BASE_00008615	3523	1	ASV487.10	3523		0	1000	false	true
BASE_00008616	1386	1	ASV476.8	1386		0	1000	false	true
BASE_00008617	1902	1	ASV102.10	1902		0	1000	false	true
BASE_00008618	2166	1	ASV300.8	2166		0	1000	false	true
BASE_00008619	2586	1	ASV487.10	2586		0	1000	false	true
BASE_00008620	1596	1	ASV399.6	1596		0	1000	false	true
BASE_00008621	2032	1	ASV102.10	2032		0	1000	false	true
BASE_00008622	1250	2	ASV486.6	1250	ASV476.8	1250	1000	true	true
BASE_00008623	2304	2	ASV153.8	2304	ASV102.10	2304	1000	true	true
BASE_00008624	1272	2	ASV507.9	1272	ASV507.11	1272	1000	true	true
BASE_00008625	1942	1	ASV487.10	1942		0	1000	false	true
BASE_00008626	1406	2	ASV153.8	1406	ASV102.10	1406	1000	true	true
BASE_00008627	1921	1	ASV579.0	1921		0	1000	false	true
BASE_00008628	1544	2	ASV486.6	1543	ASV476.8	1543	1000	true	true
BASE_00008629	6039	1	ASV102.10	6039		0	1000	false	true
BASE_00008630	4195	1	ASV387.0	4041		0	1000	false	true
BASE_00008631	1098	3	ASV99.3	1098	ASV153.8	1098	1000	true	true
BASE_00008632	1124	1	ASV387.0	1124		0	1000	false	true
BASE_00008633	2089	2	ASV507.1	1961	ASV507.3	1957	1000	true	true
BASE_00008634	1890	2	ASV153.8	1890	ASV102.10	1890	1000	true	true
BASE_00008635	1694	1	ASV102.10	1694		0	1000	false	true
BASE_00008636	2376	2	ASV153.8	2351	ASV102.10	2351	1000	true	true
BASE_00008637	1538	2	ASV153.8	1538	ASV102.10	1538	1000	true	true
BASE_00008638	1310	2	ASV507.11	1310	ASV507.9	1166	1000	true	true
BASE_00008639	1676	2	ASV153.8	1676	ASV102.10	1676	1000	true	true
BASE_00008640	3114	1	ASV507.0	3008		0	1000	false	true
BASE_00008641	4269	1	ASV387.0	4269		0	1000	false	true
BASE_00008642	1141	1	ASV102.10	1141		0	1000	false	true
BASE_00008643	1039	1	ASV406.4	1039		0	1000	false	true
BASE_00008644	2624	2	ASV486.6	2624	ASV476.8	2624	1000	true	true
BASE_00008645	1092	1	ASV507.1	1092		0	1000	false	true
BASE_00008646	1690	2	ASV507.3	1690	ASV507.1	1690	1000	true	true
BASE_00008647	1439	2	ASV153.8	1439	ASV102.10	1439	1000	true	true
BASE_00008648	4688	1	ASV487.10	4688		0	1000	false	true
BASE_00008649	3998	1	ASV476.8	3998		0	1000	false	true
BASE_00008650	1044	2	ASV102.10	1044	ASV153.8	1003	1000	true	true
BASE_00008651	2066	2	ASV507.9	1984	ASV507.11	1984	1000	true	true
BASE_00008652	1099	1	ASV507.1	1099		0	1000	false	true
BASE_00008653	1806	1	ASV487.10	1806		0	1000	false	true
BASE_00008654	1115	1	ASV579.0	1115		0	1000	false	true
BASE_00008655	1203	1	ASV426.8	1203		0	1000	false	true
BASE_00008656	1311	2	ASV507.11	971	ASV507.9	869	1000	false	true
BASE_00008657	2378	1	ASV102.10	2378		0	1000	false	true
BASE_00008658	1737	1	ASV487.10	1737		0	1000	false	true
BASE_00008659	1442	1	ASV300.8	1442		0	1000	false	true
BASE_00008660	1130	2	ASV153.8	1130	ASV102.10	1130	1000	true	true
BASE_00008661	3868	1	ASV487.10	3868		0	1000	false	true
BASE_00008662	3941	2	ASV153.8	3941	ASV102.10	3941	1000	true	true
BASE_00008663	1240	3	ASV507.3	1240	ASV507.0	1141	1000	true	true
BASE_00008664	1130	1	vASV19.0	1130		0	1000	false	true
BASE_00008665	1249	2	ASV507.9	1229	ASV507.11	1229	1000	true	true
BASE_00008666	2280	1	ASV300.8	2280		0	1000	false	true
BASE_00008667	5008	1	ASV487.10	4992		0	1000	false	true
BASE_00008668	1143	2	ASV486.6	1143	ASV476.8	1143	1000	true	true
BASE_00008669	1172	2	ASV153.8	1172	ASV102.10	1172	1000	true	true
BASE_00008670	1962	1	ASV487.10	1962		0	1000	false	true
BASE_00008671	1219	2	ASV507.9	1219	ASV507.11	1118	1000	true	true
BASE_00008672	2281	1	ASV300.8	2281		0	1000	false	true
BASE_00008673	2322	1	ASV579.0	2322		0	1000	false	true
BASE_00008674	1169	2	ASV486.6	1169	ASV476.8	1169	1000	true	true
BASE_00008675	1473	2	ASV153.8	1473	ASV102.10	1473	1000	true	true
BASE_00008676	1366	2	ASV507.9	1366	ASV507.11	1364	1000	true	true
BASE_00008677	1014	1	ASV426.8	1014		0	1000	false	true
BASE_00008678	1849	1	ASV487.10	1849		0	1000	false	true
BASE_00008679	2177	2	ASV476.8	2177	ASV486.6	2161	1000	true	true
BASE_00008680	1729	2	ASV486.6	1729	ASV476.8	1729	1000	true	true
BASE_00008681	1030	1	ASV266.11	1030		0	1000	false	true
BASE_00008682	2387	1	ASV579.0	2387		0	1000	false	true
BASE_00008683	2952	1	ASV102.10	2952		0	1000	false	true
BASE_00008684	1295	2	ASV486.6	1295	ASV476.8	1295	1000	true	true
BASE_00008685	3312	2	ASV102.10	3312	ASV153.8	3015	1000	true	true
BASE_00008686	1304	1	ASV426.8	1304		0	1000	false	true
BASE_00008687	1697	1	ASV387.0	1697		0	1000	false	true
BASE_00008688	3407	2	ASV153.8	3407	ASV102.10	3407	1000	true	true
BASE_00008689	3869	1	ASV487.10	3869		0	1000	false	true
BASE_00008690	1448	1	ASV102.10	1448		0	1000	false	true
BASE_00008691	1070	1	ASV406.4	1070		0	1000	false	true
BASE_00008692	1209	1	ASV487.10	1209		0	1000	false	true
BASE_00008693	1623	1	ASV300.8	1623		0	1000	false	true
BASE_00008694	1147	1	ASV579.0	1147		0	1000	false	true
BASE_00008695	1309	2	ASV486.6	1309	ASV476.8	1309	1000	true	true
BASE_00008696	1132	2	ASV476.8	1132	ASV486.6	1102	1000	true	true
BASE_00008697	2487	1	ASV102.10	2487		0	1000	false	true
BASE_00008698	1232	2	ASV486.6	1232	ASV476.8	1232	1000	true	true
BASE_00008699	1002	1	ASV102.10	1002		0	1000	false	true
BASE_00008700	5598	1	ASV487.10	5598		0	1000	false	true
BASE_00008701	1150	2	ASV486.6	1150	ASV476.8	1150	1000	true	true
BASE_00008702	4265	1	ASV387.0	4265		0	1000	false	true
BASE_00008703	1078	1	ASV551.0	1078		0	1000	false	true
BASE_00008704	1477	2	ASV153.8	1477	ASV102.10	1477	1000	true	true
BASE_00008705	1007	2	ASV153.8	1007	ASV102.10	1007	1000	true	true
BASE_00008706	2721	1	ASV387.0	2721		0	1000	false	true
BASE_00008707	2751	1	ASV507.11	2532		0	1000	false	true
BASE_00008708	2741	1	ASV387.0	2741		0	1000	false	true
BASE_00008709	3470	1	ASV487.10	3470		0	1000	false	true
BASE_00008710	4557	1	ASV487.10	4557		0	1000	false	true
BASE_00008711	2795	1	ASV387.0	2795		0	1000	false	true
BASE_00008712	1907	1	ASV579.0	1906		0	1000	false	true
BASE_00008713	1133	1	ASV579.0	1133		0	1000	false	true
BASE_00008714	1066	2	ASV507.3	1061	ASV507.1	1051	1000	true	true
BASE_00008715	1699	1	ASV300.8	1699		0	1000	false	true
BASE_00008716	1460	1	ASV476.8	1460		0	1000	false	true
BASE_00008717	2201	1	ASV300.8	2201		0	1000	false	true
BASE_00008718	1140	1	ASV102.10	1140		0	1000	false	true
BASE_00008719	1322	1	ASV300.8	1322		0	1000	false	true
BASE_00008720	1607	2	ASV486.6	1607	ASV476.8	1607	1000	true	true
BASE_00008721	1772	1	ASV300.8	1772		0	1000	false	true
BASE_00008722	1149	1	ASV507.1	1149		0	1000	false	true
BASE_00008723	3005	1	ASV300.8	3005		0	1000	false	true
BASE_00008724	1152	1	ASV300.8	1152		0	1000	false	true
BASE_00008725	1586	1	ASV551.0	1586		0	1000	false	true
BASE_00008726	1211	1	ASV406.4	1211		0	1000	false	true
BASE_00008727	1586	1	ASV476.8	1586		0	1000	false	true
BASE_00008728	1911	1	ASV487.10	1911		0	1000	false	true
BASE_00008729	1062	2	ASV507.1	1062	ASV507.0	948	1000	false	true
BASE_00008730	2082	1	ASV102.10	2082		0	1000	false	true
BASE_00008731	3971	2	ASV153.8	3971	ASV102.10	3971	1000	true	true
BASE_00008732	1188	1	ASV300.8	1188		0	1000	false	true
BASE_00008733	2772	1	ASV487.10	2772		0	1000	false	true
BASE_00008734	1838	3	ASV507.1	1744	ASV507.3	1432	1000	true	true
BASE_00008735	3263	1	ASV487.10	3263		0	1000	false	true
BASE_00008736	2345	1	ASV507.1	1867		0	1000	false	true
BASE_00008737	1759	1	ASV300.8	1759		0	1000	false	true
BASE_00008738	3060	2	ASV487.10	3060	ASV406.4	2729	1000	true	true
BASE_00008739	1995	2	ASV153.8	1995	ASV102.10	1995	1000	true	true
BASE_00008740	2623	1	ASV102.10	2623		0	1000	false	true
BASE_00008741	1240	1	ASV579.0	1240		0	1000	false	true
BASE_00008742	1360	1	ASV507.1	1360		0	1000	false	true
