pmcid,title,stage,reason
PMC12948079,Network pharmacology approach identifies novel anticancer botanicals: Experimental exploration of Falcaria vulgaris (Sickleweed) as a therapeutic candidate,extraction,no_high_or_medium_explicit_target_list
PMC9637639,Identification of the effect and mechanism of Yiyi Fuzi Baijiang powder against colorectal cancer using network pharmacology and experimental validation,extraction,no_high_or_medium_explicit_target_list
PMC12566675,Integrated Network Pharmacology and Molecular Dynamics Reveal Multi-Target Anticancer Mechanisms of Myrtus communis Essential Oils,extraction,no_high_or_medium_explicit_target_list
PMC11503387,Network Pharmacology Approaches Used to Identify Therapeutic Molecules for Chronic Venous Disease Based on Potential miRNA Biomarkers,extraction,no_high_or_medium_explicit_target_list
PMC12482766,"Uncovering key anti-inflammatory constituents and mechanism of Wuwei Xiaodu Decoction by a combined strategy of phytochemistry, AIDD, network pharmacology, and in vitro and in vivo assay",extraction,no_high_or_medium_explicit_target_list
PMC8486279,The Synergistic Effects of Astragalus mongholicus and Salvia miltiorrhiza on Coronary Heart Disease Identified by Network Pharmacology and Experiment,extraction,no_high_or_medium_explicit_target_list
PMC6774044,A Network Pharmacology Study of the Multi-Targeting Profile of an Antiarrhythmic Chinese Medicine Xin Su Ning,extraction,no_high_or_medium_explicit_target_list
PMC12793800,Evaluating current status of network pharmacology for herbal medicine focusing on identifying mechanisms and therapeutic effects,extraction,no_high_or_medium_explicit_target_list
PMC11900046,Lipidomics Combined with Network Pharmacology to Explore Differences in the Mechanisms of Grey Hair Development Between Type 2 Diabetes Mellitus and Normal Populations (Female),extraction,no_high_or_medium_explicit_target_list
PMC8716202,Phytochemical Analysis Using UPLC-MS/MS Combined with Network Pharmacology Methods to Explore the Biomarkers for the Quality Control of Lingguizhugan Decoction,extraction,no_high_or_medium_explicit_target_list
PMC9726270,Screening of Biomarkers and Quality Control of Shaoyao Gancao Decoction Using UPLC-MS/MS Combined with Network Pharmacology and Molecular Docking Technology,extraction,no_high_or_medium_explicit_target_list
PMC11461797,System biology-based assessment of the molecular mechanism of IMPHY000797 in Parkinson’s disease: a network pharmacology and in-silico evaluation,extraction,no_high_or_medium_explicit_target_list
PMC11087132,Compound sophora decoction alleviates ulcerative colitis by regulating macrophage polarization through cGAS inhibition: network pharmacology and experimental validation,extraction,no_high_or_medium_explicit_target_list
PMC7260557,Analysis of the molecular mechanism of Pudilan (PDL) treatment for COVID-19 by network pharmacology tools,extraction,no_high_or_medium_explicit_target_list
PMC12767229,"Unveiling the Therapeutic Potential of Suyin Detoxification Prescription in Diabetic Nephropathy: A Comprehensive Study Integrating Clinical Efficacy, Network Pharmacology, and Molecular Mechanisms",extraction,no_high_or_medium_explicit_target_list
PMC9114502,Network Pharmacology-Based Prediction and Verification of Ginsenoside Rh2-Induced Apoptosis of A549 Cells via the PI3K/Akt Pathway,extraction,no_high_or_medium_explicit_target_list
PMC11162222,Investigation on the Therapeutic Mechanism of Danbie Capsules for Endometriosis: A Network Pharmacology Approach,extraction,no_high_or_medium_explicit_target_list
PMC7831566,Traditional Chinese medicine network pharmacology study on exploring the mechanism of Xuebijing Injection in the treatment of coronavirus disease 2019,extraction,no_high_or_medium_explicit_target_list
PMC11641352,Unveiling the Anti-Obesity Potential of Thunder God Vine: Network Pharmacology and Computational Insights into Celastrol-like Molecules,extraction,no_high_or_medium_explicit_target_list
PMC8055417,Network Pharmacology and Molecular Docking Suggest the Mechanism for Biological Activity of Rosmarinic Acid,extraction,no_high_or_medium_explicit_target_list
PMC12001097,Regulation of inflammatory cytokines and activation of PI3K/Akt pathway by Yiqi Jiedu Formula in recurrent Herpes Simplex Keratitis: Experimental and network pharmacology evidence,extraction,no_high_or_medium_explicit_target_list
PMC7850433,Therapeutic Effects of Modified Gengnianchun Formula on Stress-Induced Diminished Ovarian Reserve Based on Experimental Approaches and Network Pharmacology [Erratum],xml,article_type:correction
PMC11012793,"Mulberry Leaf Compounds and Gut Microbiota in Alzheimer’s Disease and Diabetes: A Study Using Network Pharmacology, Molecular Dynamics Simulation, and Cellular Assays",extraction,no_high_or_medium_explicit_target_list
PMC9552072,Identification and mechanism prediction of mulberroside A metabolites in vivo and in vitro of rats using an integrated strategy of UHPLC-Q-Exactive Plus Orbitrap MS and network pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC7700081,Research on the Potential Mechanism of Gentiopicroside Against Gastric Cancer Based on Network Pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC7685593,"Revealing active components, action targets and molecular mechanism of Gandi capsule for treating diabetic nephropathy based on network pharmacology strategy",extraction,no_high_or_medium_explicit_target_list
PMC13051219,Mining personalized core traditional Chinese medicine prescriptions for rheumatoid arthritis and elucidating their mechanisms via frequent closed Itemset compression and multilevel network pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC6770084,Lactobacillus plantarum CQPC02 Prevents Obesity in Mice through the PPAR-α Signaling Pathway,extraction,no_high_or_medium_explicit_target_list
PMC8537973,Network Pharmacology of Red Ginseng (Part I): Effects of Ginsenoside Rg5 at Physiological and Sub-Physiological Concentrations,extraction,no_high_or_medium_explicit_target_list
PMC6390240,Network Pharmacology and Bioinformatics Approach Reveals the Therapeutic Mechanism of Action of Baicalein in Hepatocellular Carcinoma,extraction,no_high_or_medium_explicit_target_list
PMC7966503,Deciphering the Pharmacological Mechanisms of Guizhi-Fuling Capsule on Primary Dysmenorrhea Through Network Pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC8964498,Exploration of the Potential Mechanism of Qi Yin San Liang San Decoction in the Treatment of EGFRI-Related Adverse Skin Reactions Using Network Pharmacology and In Vitro Experiments,extraction,no_high_or_medium_explicit_target_list
PMC7099657,Network Pharmacology-Based Dissection of the Anti-diabetic Mechanism of Lobelia chinensis,extraction,no_high_or_medium_explicit_target_list
PMC9451491,"Yuan-Zhi decoction in the treatment of Alzheimer’s disease: An integrated approach based on chemical profiling, network pharmacology, molecular docking and experimental evaluation",extraction,no_high_or_medium_explicit_target_list
PMC12926257,Gut microbial metabolites targeting JUN in renal cell carcinoma via IL-17 signaling pathway: network pharmacology approach,extraction,no_high_or_medium_explicit_target_list
PMC5940835,Molecular targets of Chinese herbs: a clinical study of metastatic colorectal cancer based on network pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC8549214,Exploring biological basis of Syndrome differentiation in coronary heart disease patients with two distinct Syndromes by integrated multi-omics and network pharmacology strategy,extraction,no_high_or_medium_explicit_target_list
PMC9675738,Identification of potential targets of cinnamon for treatment against Alzheimer’s disease-related GABAergic synaptic dysfunction using network pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC8545519,Effects and Components of Herb Pair Huanglian-Banxia on Diabetic Gastroparesis by Network Pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC8570864,Unveiling the Mechanism of Principal Drugs of Lianpu Drink on Chronic Gastritis by Network Pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC9078587,Prediction of the targets of the main components in blood after oral administration of Xanthii Fructus : a network pharmacology study †,extraction,no_high_or_medium_explicit_target_list
PMC6387216,Network Pharmacology-Based Investigation of Protective Mechanism of Aster tataricus on Lipopolysaccharide-Induced Acute Lung Injury,extraction,no_high_or_medium_explicit_target_list
PMC11589279,Network pharmacology for traditional Chinese medicine in era of artificial intelligence,extraction,no_high_or_medium_explicit_target_list
PMC11993661,Probing the molecular mechanism of kaempferol in relieving rheumatoid arthritis based on network pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC13045261,Network Pharmacology Combined With Gut Microbiome and Serum Metabolomics Reveals the Therapeutic Mechanisms of Hydroxysafflor Yellow A in Diabetic Kidney Disease,extraction,no_high_or_medium_explicit_target_list
PMC12291634,"Integration of Transcriptomic Analysis, Network Pharmacology, and Experimental Validation Demonstrates Enhanced Muscle-Protective Effects of Ethanol Extract of Jakyak-Gamcho-Tang",extraction,no_high_or_medium_explicit_target_list
PMC11833389,Exploration of key pathogenic mechanisms and potential intervention targets of the traditional Chinese medicine Coptis chinensis in the treatment of cervical cancer based on network pharmacology and molecular docking techniques,extraction,no_high_or_medium_explicit_target_list
PMC10322291,Retracted: Mechanism of Action of Zhi Gan Cao Decoction for Atrial Fibrillation and Myocardial Fibrosis in a Mouse Model of Atrial Fibrillation: A Network Pharmacology-Based Study,extraction,no_high_or_medium_explicit_target_list
PMC8816580,Bioinformatics and Network Pharmacology-Based Approaches to Explore the Potential Mechanism of the Antidepressant Effect of Cyperi Rhizoma through Soothing the Liver,extraction,no_high_or_medium_explicit_target_list
PMC8340419,Mechanistic Investigation of Xuebijing for Treatment of Paraquat-Induced Pulmonary Fibrosis by Metabolomics and Network Pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC7990088,Molecular mechanisms of An-Chuan Granule for the treatment of asthma based on a network pharmacology approach and experimental validation,extraction,no_high_or_medium_explicit_target_list
PMC11879102,NP-TCMtarget: a network pharmacology platform for exploring mechanisms of action of traditional Chinese medicine,extraction,no_high_or_medium_explicit_target_list
PMC12061682,The mechanistic study of codonopsis pilosula on laryngeal squamous cell carcinoma based on network pharmacology and experimental validation,extraction,no_high_or_medium_explicit_target_list
PMC8929052,Elucidating Drug-Like Compounds and Potential Mechanisms of Corn Silk ( Stigma Maydis ) against Obesity: A Network Pharmacology Study,extraction,no_high_or_medium_explicit_target_list
PMC7886515,Uncovering the Anti-Lung-Cancer Mechanisms of the Herbal Drug FDY2004 by Network Pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC11354307,"Integrating 16S rRNA Sequencing, Microflora Metabolism, and Network Pharmacology to Investigate the Mechanism of SBL in Alleviating HDM-Induced Allergic Rhinitis",extraction,no_high_or_medium_explicit_target_list
